id,tool,token,lemma,assigned_pos,context,absolute_freq,pos_correct,correct_pos,lemma_correct,correct_lemma
155,UDPipe,tiskaři,tiskař,NOUN,"Tenkrát ještě neexistovaly noviny, tiskaři vydávali nejrůznější zajímavé novinky ve formě letáků, které se pak hojně prodávaly na tržištích jako ostatní zboží.",16,yes,,yes,
156,UDPipe,nevtáhnou,vtáhnout,VERB,"Zásadním problémem je, že příběh i postavy vás nevtáhnou do děje.",1,yes,,yes,
157,UDPipe,pastvu,pastva,NOUN,"Klidně kvůli vám půjdu i na pastvu a do pole a zmapuji celou cestu surovin odtud až k vám na tác,“ uvedl na Instagramu.",55,yes,,yes,
158,Stanza,neurčitou,určitý,ADJ,Dávku by jim úřady přiznávaly na dobu neurčitou.,284,yes,,yes,
159,Stanza,.,.,PUNCT,"Jak značka Česká chuťovka, tak i značka Dětská chuťovka, doplňují portfolio českých značek kvality potravin (např.",5115125,yes,,yes,
160,UDPipe,to,to,PART,"Pro zákazníky to znamená, že dostupnost nových automobilů prozatím zůstane omezená, dodací lhůty zůstanou mimořádně dlouhé a ceny se budou dál zvyšovat, a to i na trhu s ojetými vozy,"" uvedl Fuss.",461812,no,PRON,yes,
161,UDPipe,Dotchin,Dotchin,PROPN,"Ten se ale změnil hned zkraje třetiny druhé, do níž si Kladno přeneslo část přesilové hry a tu využil Dotchin, když jeho střelu od modré čáry zaclonili a tečovali domácí obránci.",28,yes,,yes,
162,UDPipe,zv,zv,ADJ,"Od roku 1992 působí jako vysokoškolský pedagog, později docent habilitační spis: Mýtus zv. Od roku 1992 působil coby učitel a mistr odborné výuky.",15,no,X,yes,
163,Stanza,arcibiskupa,arcibiskup,NOUN,Když mu bylo 8 let přijal dne 20. září 1733 z rukou arcibiskupa Damiana Polou svátost biřmování.,227,yes,,yes,
164,UDPipe,krčí,krčit,VERB,"Tak to tu chodí už několik století,"" krčí rameny Kanku.",187,yes,,yes,
165,Stanza,.,.,PUNCT,V NHL se ale nikdy výrazně neprosadil.,5115125,yes,,yes,
166,UDPipe,poštou,pošta,NOUN,"Vrátit metál poštou se zpěvák rozhodl proto, že Kancelář prezidenta republiky ho od něj nechtěla přijmout osobně.",540,yes,,yes,
167,UDPipe,",",",",PUNCT,"A když budeme přemýšlet, jestli sebrat dvě procenta nepedagogům, abychom se trošku nadechli a přežili jsme ten rok, tak je to špatně, to není koncepční,“ varoval.",5009644,yes,,yes,
168,Stanza,průmyslník,průmyslník,NOUN,"V roce 2018 byl Danielu Kuruczovi svěřen úkol vyvést z insolvence jeden z největších českých metalurgicko-strojírenských závodů, společnost Vítkovice Heavy Machinery, do níž jako investor v době insolvence vstoupil český průmyslník Jaroslav Strnad.",50,yes,,yes,
169,Stanza,nejziskovějších,ziskový,ADJ,"Tesla vstoupila na trh s elektromobilem v jednom z nejziskovějších segmentů amerického trhu, aby konkurovala elektrickým pickupům od Fordu a Rivianu.",5,yes,,yes,
170,UDPipe,.,.,PUNCT,"Podle sčítání lidí v roce 2000 žilo ve městě 1196 obyvatel, 436 domácností a 316 rodin.",5101671,yes,,yes,
171,UDPipe,GNU,GNU,NOUN,ZRTP je implementován jako GNU ZRTP a je používán v Twinkle a SFLphone programu.,39,yes,,yes,
172,Stanza,Smoljaka,Smoljak,PROPN,"Po loňském vítězství Davida Smoljaka (za STAN) v doplňovacích senátních volbách v Praze se stal nejsilnějším klubem STAN, má 19 členů.",20,yes,,yes,
173,UDPipe,Barešově,Barešův,ADJ,"Odvolací soud také podřízenému soudu vyčetl, že Barešově výpovědi přikládal příliš velkou váhu a nehodnotil ji jako rovnocennou s ostatními důkazy.",4,yes,,yes,
174,Stanza,Lumbiní,Lumbiní,PROPN,"Když v roce 2004 probíhal v Lumbiní světový buddhistický summit, jeho organizátoři se vyjádřili, že by si přáli udělat z Lumbiní poutní místo mezinárodního významu, které by navštěvovali buddhisté z celého světa.",7,yes,,yes,
175,Stanza,Inspirativní,inspirativní,ADJ,Její příběh přináší seriál Inspirativní ženy.,25,yes,,yes,
176,Stanza,dosažených,dosažený,ADJ,"Jeho úkolem je efektivní komercializace dosažených výsledků výzkumu ve všech oblastech dopravy, vytváření nových výzkumných a komerčních příležitostí a podmínek pro zajištění účelné spolupráce s potenciálními partnery i aplikační sférou.",81,yes,,yes,
177,UDPipe,kvůli,kvůli,ADP,Pořadatelé festivalu Holešovská Regata rozhodli kvůli pandemii nového typu koronaviru a souvisejícím opatřením o jeho odložení na příští rok.,62340,yes,,yes,
178,Stanza,novocirkusové,novocirkusový,ADJ,"Chci ve větší míře osobně usledovat taneční, divadelní a novocirkusové festivaly.",10,yes,,yes,
179,Stanza,preference,preference,NOUN,"Je jisté, že volba respondentů by předem určila pravděpodobnost výsledku s ohledem na veřejně známé preference všech zúčastněných stran.",693,yes,,yes,
180,UDPipe,opulentních,opulentní,ADJ,"Volí proto trik přesýpacích hodin spočívající v objemných rukávech za pomoci volánů, opulentních materiálů či ramenních vycpávek spolu se širším spodním dílem – ať už jsou to kalhoty či áčková sukně.",22,yes,,yes,
181,UDPipe,charismatickou,charismatický,ADJ,"Rutha byl velmi charismatickou osobností, staral se o ně až téměř otcovsky.",19,yes,,yes,
182,UDPipe,Maxima,Maxima,PROPN,Podle ředitele Maxima Reality Vladimíra Zuzáka záleží hodně na lokalitě.,159,yes,,no,Maxim
183,Stanza,Riceova,Riceův,ADJ,Rice-Golombovo kódování je použito jako součást Riceova algoritmu pro bezeztrátovou kompresi obrázků.,2,yes,,yes,
184,UDPipe,excesy,exces,NOUN,"Policie je na místě, připravena asistovat Justiční stráži a nepřipustit žádné excesy.",105,yes,,yes,
185,Stanza,",",",",PUNCT,"Následně byla nucena k odpočinku na lůžku v délce téměř jednoho roku, což pravděpodobně oddálilo její uzdravení.",5010036,yes,,yes,
186,Stanza,vyvěsil,vyvěsit,VERB,"Petentům vadí také to, že stavební úřad Prahy 5 sousedy o stavebním řízení přímo neinformoval a pouze na úřední desce vyvěsil oznámení, o kterém nikdo nevěděl.",85,yes,,yes,
187,Stanza,ve,v,ADP,"Andrej Babiš (ANO) doporučoval ve svém projevu, že by si premiér Petr Fiala (ODS) měl odpočinout a přestat vykládat nesmysly.",346104,yes,,yes,
188,Stanza,Zengerovy,Zengerův,ADJ,Pešánek přímo pro čelní fasádu Zengerovy trafostanice navrhl čtyři monumentální světelně-kinetické plastiky s názvem Sto let elektřiny.,4,yes,,yes,
189,Stanza,loket,loket,NOUN,"Mladá sportovkyně už měla zlomený loket, nohu, v červnu klíční kost a teď, zdá se, má problém s kolenem.",114,yes,,yes,
190,Stanza,narozenin,narozeniny,NOUN,Osobnostmi natřískané studio Českého rozhlasu v předvečer pátečních narozenin Karla Gotta (†80) znovu uslyšelo Slavíkův božský hlas.,942,yes,,yes,
191,Stanza,stromě,strom,NOUN,"Šestiměsíční kotě vážící pět kilo se schovalo po útoku na stromě, odkud jej snášeli a předávali záchranářům hasiči.",202,yes,,yes,
192,Stanza,povídky,povídka,NOUN,"Jeho romány a povídky si získaly popularitu jak v Ázerbájdžánu, tak po celém Sovětském svazu především díky citlivému a láskyplnému zobrazení vesnického života.",566,yes,,yes,
193,UDPipe,strategických,strategický,ADJ,"Ruská agentura TASS citovala z prohlášení ruského ministerstva obrany, podle něhož Šojgu v hovoru s Austinem označil lety amerických strategických dronů u pobřeží Krymu jako ""provokativní"".",660,yes,,yes,
194,UDPipe,dluhového,dluhový,ADJ,"Pokud se američtí politici na zvýšení dluhového stropu nedohodnou, může se americká vláda již začátkem června dostat do problémů kvůli nedostatku peněz na pokrytí svých výdajů.",54,yes,,yes,
195,Stanza,Režiséra,režisér,NOUN,"Režiséra volně inspiroval nezdařený pokus o převrat, který ve starém Římě zkusil zinscenovat Ciceronův protivník Lucius Sergius Catilina.",16,yes,,yes,
196,Stanza,sebepoznávacích,sebepoznávací,ADJ,"Přestože nastíněný děj nevzbuzuje příliš optimismu, i na takto dramaticky vykolíkovaném poli dala autorka vyrůst humoru, který charakterizuje postavy, jejich vztahy či nepřeberné množství sebepoznávacích metod a návodů na ideální život.",1,yes,,yes,
197,UDPipe,name,name,X,Lamine Jawo už také není v Česku „no name“.,39,yes,,yes,
198,Stanza,tachometru,tachometr,NOUN,"Dlouho byla neměnná, přičemž loni v prosinci stav tachometru ukazoval 81 500 km.",59,yes,,yes,
199,Stanza,vipassaná,vipassaný,ADJ,Ke správnému pochopení anátmanu je v první řadě nutné učinit vhled do tří charakteristik veškeré existence (vipassaná).,1,no,X,no,vipassaná
200,Stanza,sílící,sílící,ADJ,"Rusko též ztratilo dlouho budovaný kredit stále sílící země, kterou pomalu začíná být nutné zase brát vážně.",256,yes,,yes,
201,Stanza,použitelnost,použitelnost,NOUN,Obecným znakem věci je její ovladatelnost a použitelnost.,42,yes,,yes,
202,UDPipe,",",",",PUNCT,"Současně víme, že spousta opatření najednou citelně ovlivní ekonomiku, budou obrovské ztráty.",5009644,yes,,yes,
203,Stanza,JumpGate,JumpGate,PROPN,"V Sirius Sektoru je známých 48 systémů, mezi kterými hráč může volně cestovat pomocí JumpGate, tedy skokových bran nebo pomocí Jumphole, tedy skokových děr.",1,yes,,yes,
204,UDPipe,ostrý,ostrý,ADJ,"Když pomineme ostrý vítr, který se sem často vřítí z písečných plání, je tu moderní zázemí.",595,yes,,yes,
205,UDPipe,Svitav,Svitavy,PROPN,"Věřím, že tento projekt by pomohl oživit střed města a přilákat spoustu turistů,“ věří starosta Svitav David Šimek s tím, že připravený projekt musí být dokončen do roku 2027.",64,yes,,yes,
206,Stanza,experimentálnímu,experimentální,ADJ,Pokrok se však nevyhnul ani samotnému experimentálnímu uspořádání aparatur ROA.,10,yes,,yes,
207,UDPipe,bobovitých,bobovitý,ADJ,Rod je v rámci bobovitých výjimečný větším počtem pestíků v květu.,10,yes,,yes,
208,UDPipe,partičkou,partička,NOUN,On a jeho dvojče Martin s partičkou kamarádů v pátek řádili.,21,yes,,yes,
209,Stanza,vzrostou,vzrůst,VERB,"Výrazně se zvyšují také náklady na obsluhu státního dluhu, které vzrostou o 35 procent na 95 miliard korun.",189,yes,,yes,
210,UDPipe,doručení,doručení,NOUN,Komunikoval jste po doručení výpovědi s někým z Lesní správy Lány či Kanceláře prezidenta republiky?,500,yes,,yes,
211,Stanza,Kagome,Kagome,PROPN,"Naživu je udržoval, aby je použil proti Inujašovi a Kagome, na které svalil vinu za vyvraždění jejich vesnice, ale nakonec na rozdíl od svého bratra poznala, že Naraku lhal.",15,yes,,yes,
212,UDPipe,stejně,stejně,ADV,Proces osvojení probíhá v takových případech stejně jako v případě manželských párů.,24398,yes,,yes,
213,Stanza,špinavého,špinavý,ADJ,"Nemají prý ani čas umývat nádobí, proto neustále jen poposedávají kolem stolu od špinavého nádobí k čistému.",51,yes,,yes,
214,UDPipe,konečný,konečný,ADJ,"Po prvním poločase se hrálo 2:2, během druhé půle se Saint-Etienne vzmohlo a konečný stav činil 7:2.",476,yes,,yes,
215,UDPipe,laboratořích,laboratoř,NOUN,"Rosalind Franklin se sice narodila už do doby, kdy ženy běžně studovaly a pracovaly ve vědeckých laboratořích, přesto ji ale její kolegové sprostě okradli o neuvěřitelný objev, který po její brzké smrti prezentovali jako vlastní.",218,yes,,yes,
216,UDPipe,Zábojník,Zábojník,PROPN,"Před Horskou byl na ME v Římě ve finále Matěj Zábojník, jenž skončil v neděli osmý rovněž na prsařské dvoustovce.",19,yes,,yes,
217,Stanza,Requiem,Requi,PROPN,Tuto událost „proslavil” film Requiem pro panenku.,61,yes,,yes,
218,UDPipe,Priceová,Priceová,PROPN,"Katie Priceová je bývalou modelkou a ve svém volném čase se věnuje psaní knih, kterých má na kontě již něco málo přes dvacet.",42,yes,,yes,
219,UDPipe,Krytona,Kryton,PROPN,"To Listera pořádně vytočí a táže se Krytona, proč jej opravoval.",23,yes,,yes,
220,UDPipe,Feldkirchu,Feldkirch,PROPN,"Od roku 1865 vyučoval v Lingenau, od roku 1875 na obecné škole ve Feldkirchu, na níž v letech 1877–1897 zastával funkci jejího ředitele.",13,yes,,yes,
221,Stanza,Dastlík,Dastlík,PROPN,"zaklel Dastlík u fotky, kterou pořídil skrze zrcadlo hotelového pokoje.",4,yes,,yes,
222,Stanza,zavostalej,zavostalej,ADV,"Doktor říkal, že je momentálně zavostalej!“",1,yes,,yes,
223,Stanza,prospěte,prospět,VERB,"Hodně odpočívejte, déle se prospěte a dopřávejte si klidu, kolik bude třeba.",3,yes,,no,prospat
224,UDPipe,Out,Out,X,Ať už to byla sexy agentka v poslední bondovce nebo hlavní vrah/oběť v detektivní komedii Knives Out.,219,yes,,yes,
225,Stanza,hodnotnějším,hodnotný,ADJ,"to v některých oblastech a obdobích (jako v Německu 19. století a počátku 20. století) vedlo k názoru, že novela je žánrem umělecky hodnotnějším.",6,yes,,yes,
226,Stanza,znaènì,znaènì,NOUN,"Vzhledem k tomu, že pondìlní zemìtøesení zasáhlo tak rozsáhlé území a jen turecké úøady hovoøí o zøícení témìø šesti tisíc budov, je však jejich úsilí znaènì rozptýlené, podotkla AP.",41,no,ADV,yes,
227,Stanza,air,air,X,Program zahájí open air premiéra česko-romské inscenace Jiřího Havelky Gadžové jdou do nebe s podtitulem Comedy Ghetto.,135,yes,,yes,
228,UDPipe,hrudních,hrudní,ADJ,"V těle přenašeče cirkulují z žaludku do hrudních svalů, dále do spodního pysku a právě odtud pak při dalším sání aktivně pronikají na kůži hostitele a skrze ni do cévního řečiště.",16,yes,,yes,
229,Stanza,pruskou,pruský,ADJ,Místnosti v prvním podlaží jsou zaklenuty pruskou klenbou s pásy.,30,yes,,yes,
230,Stanza,letech,léta,NOUN,Další přeočkování je v pěti a deseti či 11 letech.,55438,yes,,no,léto
231,UDPipe,„,"""",PUNCT,"Následuje ujištění, že země je „otevřená a bezpečná pro turisty“.",120600,yes,,yes,
232,UDPipe,v,v,ADP,"Šest psích hrdinů, služebních i mazlíčků, získalo včera v Kaiserštejnském paláci v Praze ocenění v anketě Statečné psí srdce za rok 2023.",1545544,yes,,yes,
233,UDPipe,přestávají,přestávat,VERB,"Kromě úbytku zakázek dostává dopravce do problémů i situace jejich zákazníků, kteří plat opožděně nebo přestávají platit.",257,yes,,yes,
234,Stanza,Teatro,Teatro,X,"V témže roce debutoval jako operní skladatel operou La Casetta nei Bochi, která byla uvedena v Teatro Cannobiano.",74,yes,,yes,
235,Stanza,Trent,Trent,PROPN,Dvaadvacet vteřin po vyrovnání se do sebe pustili pěstmi domácí Tanner Jeannot a Trent Frederic.,80,yes,,yes,
236,Stanza,skupince,skupinka,NOUN,"Protože se skupince mužů Jae zdráhala požadavek splnit, v hlavách se jim promítl hodně hloupý nápad: dceru na místě zbili a strčili do otevřené trouby.",91,yes,,yes,
237,Stanza,kdokoliv,kdokoliv,PRON,Právě zná lépe než kdokoliv jiný potřeby regionů.,666,yes,,yes,
238,UDPipe,několikaletou,několikaletý,ADJ,"Podle státní zástupkyně se u chlapce stále projevuje syndrom týraného dítěte, trpí posttraumatickým stresovým syndromem, který vyžaduje několikaletou léčbu.",27,yes,,yes,
239,Stanza,odsouzeni,odsouzený,ADJ,"Neonacisté David Vaculík, Ivo Müller a Jaromír Lukeš byli odsouzeni na 22 let vězení, Václav Cojocaru na 20 let.",371,yes,,yes,
240,Stanza,kilometrù,kilometrù,NOUN,Udeøila silou hurikánu ètvrtého stupnì s rychlostí vìtru až 241 kilometrù v hodinì.,283,yes,,no,kilometr
241,Stanza,část,část,NOUN,"Po první světové válce zůstala Maďarsku pouze jižní část Zemplína, která byla administrativně zachována jako župa Zemplén s centrem v Sátoraljaújhely.",27527,yes,,yes,
242,Stanza,Schovávat,schovávat,VERB,"Schovávat důležité volby pod miniaturní text a daleko od hlavního vizuálního lákadla je stejná manipulace, jako ta s volebními lístky, kde je jedna volba o polovinu větší.",3,yes,,yes,
243,Stanza,knihobudky,knihobudek,NOUN,"Není to příliš dlouho ode dnů, kdy se v ulicích hlavního města začaly objevovat první knihobudky.",6,yes,,no,knihobudka
244,UDPipe,nevyužívá,využívat,VERB,Vládou navrhované zvýšení nevyužívá podle hnutí možnost získat víc peněz na snahu ministerstva životního prostředí zlepšovat kvalitu ovzduší.,191,yes,,yes,
245,Stanza,nima,nima,NOUN,"Je pozitivní, že jsme do hry přenesli náš styl a rozdali si to s nima.",43,no,PRON,no,on
246,UDPipe,Rybanský,Rybanský,PROPN,"Využil její bezbrannosti, kdy se poškozená nedokázala ubránit, uvedl policejní mluvčí Jan Rybanský.",353,yes,,yes,
247,UDPipe,jednoduše,jednoduše,ADV,Ty jsou k mání za obdobné ceny jako před rokem a podle expertů představují investory opomíjenou příležitost: vzhledem k cenám zlata i jeho dalším vyhlídkám jsou jednoduše levné.,2872,yes,,yes,
248,UDPipe,rozesmátí,rozesmátý,ADJ,"Jsou na nich zachyceni celí rozesmátí a není pochyb, že to mezi nimi stále jiskří stejně intenzivně jako v době docela první schůzky, ze které pak vzešla láska, korunovaná dvěma dětmi a manželským slibem.",7,yes,,yes,
249,UDPipe,Nevidím,vidět,VERB,"Nevidím, že by dělali něco nového nebo něco u čeho bych si řekl: WOW,“ uvedl v rozhovoru pro iSport.cz",198,yes,,yes,
